,VZ US Equity
2023-06-24,4.661
2023-06-25,4.661
2023-06-26,4.661
2023-06-27,4.656
2023-06-28,4.656
2023-06-29,4.656
2023-06-30,4.656
2023-07-01,4.656
2023-07-02,4.656
2023-07-03,4.658
2023-07-04,4.658
2023-07-05,4.658
2023-07-06,4.657
2023-07-07,4.657
2023-07-08,4.657
2023-07-09,4.657
2023-07-10,4.657
2023-07-11,4.658
2023-07-12,4.658
2023-07-13,4.657
2023-07-14,4.661
2023-07-15,4.661
2023-07-16,4.661
2023-07-17,4.664
2023-07-18,4.663
2023-07-19,4.661
2023-07-20,4.662
2023-07-21,4.662
2023-07-22,4.662
2023-07-23,4.662
2023-07-24,4.662
2023-07-25,4.672
2023-07-26,4.674
2023-07-27,4.674
2023-07-28,4.674
2023-07-29,4.674
2023-07-30,4.674
2023-07-31,4.674
2023-08-01,4.674
2023-08-02,4.674
2023-08-03,4.674
2023-08-04,4.674
2023-08-05,4.674
2023-08-06,4.674
2023-08-07,4.674
2023-08-08,4.692
2023-08-09,4.692
2023-08-10,4.692
2023-08-11,4.692
2023-08-12,4.692
2023-08-13,4.692
2023-08-14,4.692
2023-08-15,4.692
2023-08-16,4.692
2023-08-17,4.692
2023-08-18,4.692
2023-08-19,4.692
2023-08-20,4.692
2023-08-21,4.693
2023-08-22,4.693
2023-08-23,4.693
2023-08-24,4.697
2023-08-25,4.697
2023-08-26,4.697
2023-08-27,4.697
2023-08-28,4.697
2023-08-29,4.697
2023-08-30,4.697
2023-08-31,4.697
2023-09-01,4.692
2023-09-02,4.692
2023-09-03,4.692
2023-09-04,4.692
2023-09-05,4.692
2023-09-06,4.692
2023-09-07,4.692
2023-09-08,4.692
2023-09-09,4.692
2023-09-10,4.692
2023-09-11,4.663
2023-09-12,4.669
2023-09-13,4.669
2023-09-14,4.669
2023-09-15,4.669
2023-09-16,4.669
2023-09-17,4.669
2023-09-18,4.67
2023-09-19,4.667
2023-09-20,4.663
2023-09-21,4.663
2023-09-22,4.676
2023-09-23,4.676
2023-09-24,4.676
2023-09-25,4.676
2023-09-26,4.676
2023-09-27,4.676
2023-09-28,4.676
2023-09-29,4.676
2023-09-30,4.676
2023-10-01,4.676
2023-10-02,4.67
2023-10-03,4.658
2023-10-04,4.658
2023-10-05,4.647
2023-10-06,4.647
2023-10-07,4.647
2023-10-08,4.647
2023-10-09,4.649
2023-10-10,4.649
2023-10-11,4.649
2023-10-12,4.644
2023-10-13,4.644
2023-10-14,4.644
2023-10-15,4.644
2023-10-16,4.644
2023-10-17,4.644
2023-10-18,4.644
2023-10-19,4.644
2023-10-20,4.644
2023-10-21,4.644
2023-10-22,4.644
2023-10-23,4.644
2023-10-24,4.644
2023-10-25,4.629
2023-10-26,4.626
2023-10-27,4.626
2023-10-28,4.626
2023-10-29,4.626
2023-10-30,4.626
2023-10-31,4.617
2023-11-01,4.616
2023-11-02,4.616
2023-11-03,4.616
2023-11-04,4.616
2023-11-05,4.616
2023-11-06,4.612
2023-11-07,4.617
2023-11-08,4.617
2023-11-09,4.617
2023-11-10,4.617
2023-11-11,4.617
2023-11-12,4.634
2023-11-13,4.634
2023-11-14,4.634
2023-11-15,4.622
2023-11-16,4.622
2023-11-17,4.622
2023-11-18,4.622
2023-11-19,4.622
2023-11-20,4.622
2023-11-21,4.622
2023-11-22,4.622
2023-11-23,4.622
2023-11-24,4.622
2023-11-25,4.622
2023-11-26,4.622
2023-11-27,4.622
2023-11-28,4.622
2023-11-29,4.622
2023-11-30,4.622
2023-12-01,4.622
2023-12-02,4.622
2023-12-03,4.622
2023-12-04,4.611
2023-12-05,4.611
2023-12-06,4.611
2023-12-07,4.611
2023-12-08,4.611
2023-12-09,4.611
2023-12-10,4.611
2023-12-11,4.611
2023-12-12,4.616
2023-12-13,4.614
2023-12-14,4.612
2023-12-15,4.612
2023-12-16,4.612
2023-12-17,4.612
2023-12-18,4.611
2023-12-19,4.611
2023-12-20,4.611
2023-12-21,4.611
2023-12-22,4.611
2023-12-23,4.611
2023-12-24,4.611
2023-12-25,4.611
2023-12-26,4.611
2023-12-27,4.611
2023-12-28,4.611
2023-12-29,4.611
2023-12-30,4.611
2023-12-31,4.611
2024-01-01,4.611
2024-01-02,4.613
2024-01-03,4.614
2024-01-04,4.609
2024-01-05,4.609
2024-01-06,4.609
2024-01-07,4.609
2024-01-08,4.599
2024-01-09,4.596
2024-01-10,4.58
2024-01-11,4.58
2024-01-12,4.58
2024-01-13,4.58
2024-01-14,4.58
2024-01-15,4.58
2024-01-16,4.58
2024-01-17,4.58
2024-01-18,4.58
2024-01-19,4.58
2024-01-20,4.58
2024-01-21,4.58
2024-01-22,4.582
2024-01-23,4.571
2024-01-24,4.56
2024-01-25,4.56
2024-01-26,4.558
2024-01-27,4.558
2024-01-28,4.558
2024-01-29,4.562
2024-01-30,4.562
2024-01-31,4.563
2024-02-01,4.561
2024-02-02,4.561
2024-02-03,4.561
2024-02-04,4.561
2024-02-05,4.561
2024-02-06,4.561
2024-02-07,4.58
2024-02-08,4.58
2024-02-09,4.58
2024-02-10,4.579
2024-02-11,4.579
2024-02-12,4.579
2024-02-13,4.579
2024-02-14,4.579
2024-02-15,4.579
2024-02-16,4.579
2024-02-17,4.579
2024-02-18,4.579
2024-02-19,4.579
2024-02-20,4.579
2024-02-21,4.579
2024-02-22,4.579
2024-02-23,4.579
2024-02-24,4.579
2024-02-25,4.579
2024-02-26,4.579
2024-02-27,4.579
2024-02-28,4.579
2024-02-29,4.579
2024-03-01,4.579
2024-03-02,4.579
2024-03-03,4.579
2024-03-04,4.579
2024-03-05,4.579
2024-03-06,4.579
2024-03-07,4.579
2024-03-08,4.579
2024-03-09,4.579
2024-03-10,4.579
2024-03-11,4.579
2024-03-12,4.579
2024-03-13,4.581
2024-03-14,4.581
2024-03-15,4.584
2024-03-16,4.584
2024-03-17,4.581
2024-03-18,4.581
2024-03-19,4.581
2024-03-20,4.582
2024-03-21,4.581
2024-03-22,4.584
2024-03-23,4.584
2024-03-24,4.584
2024-03-25,4.581
2024-03-26,4.581
2024-03-27,4.581
2024-03-28,4.581
2024-03-29,4.581
2024-03-30,4.581
2024-03-31,4.581
2024-04-01,4.581
2024-04-02,4.58
2024-04-03,4.58
2024-04-04,4.575
2024-04-05,4.575
2024-04-06,4.575
2024-04-07,4.575
2024-04-08,4.57
