,UNAT NA Equity,UNAT NA Equity,UNAT NA Equity,UNAT NA Equity,UNAT NA Equity
2022-08-24,51.06,51.56,50.18,50.26,84637315.0
2022-08-25,51.06,51.56,50.18,50.26,84637315.0
2022-08-26,51.06,51.56,50.18,50.26,84637315.0
2022-08-27,51.06,51.56,50.18,50.26,84637315.0
2022-08-28,51.06,51.56,50.18,50.26,84637315.0
2022-08-29,51.06,51.56,50.18,50.26,84637315.0
2022-08-30,51.06,51.56,50.18,50.26,84637315.0
2022-08-31,51.06,51.56,50.18,50.26,84637315.0
2022-09-01,51.06,51.56,50.18,50.26,84637315.0
2022-09-02,51.06,51.56,50.18,50.26,84637315.0
2022-09-03,51.06,51.56,50.18,50.26,84637315.0
2022-09-04,51.06,51.56,50.18,50.26,84637315.0
2022-09-05,51.06,51.56,50.18,50.26,84637315.0
2022-09-06,51.06,51.56,50.18,50.26,84637315.0
2022-09-07,51.06,51.56,50.18,50.26,84637315.0
2022-09-08,51.06,51.56,50.18,50.26,84637315.0
2022-09-09,51.06,51.56,50.18,50.26,84637315.0
2022-09-10,51.06,51.56,50.18,50.26,84637315.0
2022-09-11,51.06,51.56,50.18,50.26,84637315.0
2022-09-12,51.06,51.56,50.18,50.26,84637315.0
2022-09-13,51.06,51.56,50.18,50.26,84637315.0
2022-09-14,51.06,51.56,50.18,50.26,84637315.0
2022-09-15,51.06,51.56,50.18,50.26,84637315.0
2022-09-16,51.06,51.56,50.18,50.26,84637315.0
2022-09-17,51.06,51.56,50.18,50.26,84637315.0
2022-09-18,51.06,51.56,50.18,50.26,84637315.0
2022-09-19,51.06,51.56,50.18,50.26,84637315.0
2022-09-20,51.06,51.56,50.18,50.26,84637315.0
2022-09-21,51.06,51.56,50.18,50.26,84637315.0
2022-09-22,51.06,51.56,50.18,50.26,84637315.0
2022-09-23,51.06,51.56,50.18,50.26,84637315.0
2022-09-24,51.06,51.56,50.18,50.26,84637315.0
2022-09-25,51.06,51.56,50.18,50.26,84637315.0
2022-09-26,51.06,51.56,50.18,50.26,84637315.0
2022-09-27,51.06,51.56,50.18,50.26,84637315.0
2022-09-28,51.06,51.56,50.18,50.26,84637315.0
2022-09-29,51.06,51.56,50.18,50.26,84637315.0
2022-09-30,51.06,51.56,50.18,50.26,84637315.0
2022-10-01,51.06,51.56,50.18,50.26,84637315.0
2022-10-02,51.06,51.56,50.18,50.26,84637315.0
2022-10-03,51.06,51.56,50.18,50.26,84637315.0
2022-10-04,51.06,51.56,50.18,50.26,84637315.0
2022-10-05,51.06,51.56,50.18,50.26,84637315.0
2022-10-06,51.06,51.56,50.18,50.26,84637315.0
2022-10-07,51.06,51.56,50.18,50.26,84637315.0
2022-10-08,51.06,51.56,50.18,50.26,84637315.0
2022-10-09,51.06,51.56,50.18,50.26,84637315.0
2022-10-10,51.06,51.56,50.18,50.26,84637315.0
2022-10-11,51.06,51.56,50.18,50.26,84637315.0
2022-10-12,51.06,51.56,50.18,50.26,84637315.0
2022-10-13,51.06,51.56,50.18,50.26,84637315.0
2022-10-14,51.06,51.56,50.18,50.26,84637315.0
2022-10-15,51.06,51.56,50.18,50.26,84637315.0
2022-10-16,51.06,51.56,50.18,50.26,84637315.0
2022-10-17,51.06,51.56,50.18,50.26,84637315.0
2022-10-18,51.06,51.56,50.18,50.26,84637315.0
2022-10-19,51.06,51.56,50.18,50.26,84637315.0
2022-10-20,51.06,51.56,50.18,50.26,84637315.0
2022-10-21,51.06,51.56,50.18,50.26,84637315.0
2022-10-22,51.06,51.56,50.18,50.26,84637315.0
2022-10-23,51.06,51.56,50.18,50.26,84637315.0
2022-10-24,51.06,51.56,50.18,50.26,84637315.0
2022-10-25,51.06,51.56,50.18,50.26,84637315.0
2022-10-26,51.06,51.56,50.18,50.26,84637315.0
2022-10-27,51.06,51.56,50.18,50.26,84637315.0
2022-10-28,51.06,51.56,50.18,50.26,84637315.0
2022-10-29,51.06,51.56,50.18,50.26,84637315.0
2022-10-30,51.06,51.56,50.18,50.26,84637315.0
2022-10-31,51.06,51.56,50.18,50.26,84637315.0
2022-11-01,51.06,51.56,50.18,50.26,84637315.0
2022-11-02,51.06,51.56,50.18,50.26,84637315.0
2022-11-03,51.06,51.56,50.18,50.26,84637315.0
2022-11-04,51.06,51.56,50.18,50.26,84637315.0
2022-11-05,51.06,51.56,50.18,50.26,84637315.0
2022-11-06,51.06,51.56,50.18,50.26,84637315.0
2022-11-07,51.06,51.56,50.18,50.26,84637315.0
2022-11-08,51.06,51.56,50.18,50.26,84637315.0
2022-11-09,51.06,51.56,50.18,50.26,84637315.0
2022-11-10,51.06,51.56,50.18,50.26,84637315.0
2022-11-11,51.06,51.56,50.18,50.26,84637315.0
2022-11-12,51.06,51.56,50.18,50.26,84637315.0
2022-11-13,51.06,51.56,50.18,50.26,84637315.0
2022-11-14,51.06,51.56,50.18,50.26,84637315.0
2022-11-15,51.06,51.56,50.18,50.26,84637315.0
2022-11-16,51.06,51.56,50.18,50.26,84637315.0
2022-11-17,51.06,51.56,50.18,50.26,84637315.0
2022-11-18,51.06,51.56,50.18,50.26,84637315.0
2022-11-19,51.06,51.56,50.18,50.26,84637315.0
2022-11-20,51.06,51.56,50.18,50.26,84637315.0
2022-11-21,51.06,51.56,50.18,50.26,84637315.0
2022-11-22,51.06,51.56,50.18,50.26,84637315.0
2022-11-23,51.06,51.56,50.18,50.26,84637315.0
2022-11-24,51.06,51.56,50.18,50.26,84637315.0
2022-11-25,51.06,51.56,50.18,50.26,84637315.0
2022-11-26,51.06,51.56,50.18,50.26,84637315.0
2022-11-27,51.06,51.56,50.18,50.26,84637315.0
2022-11-28,51.06,51.56,50.18,50.26,84637315.0
2022-11-29,51.06,51.56,50.18,50.26,84637315.0
2022-11-30,51.06,51.56,50.18,50.26,84637315.0
2022-12-01,51.06,51.56,50.18,50.26,84637315.0
2022-12-02,51.06,51.56,50.18,50.26,84637315.0
2022-12-03,51.06,51.56,50.18,50.26,84637315.0
2022-12-04,51.06,51.56,50.18,50.26,84637315.0
2022-12-05,51.06,51.56,50.18,50.26,84637315.0
2022-12-06,51.06,51.56,50.18,50.26,84637315.0
2022-12-07,51.06,51.56,50.18,50.26,84637315.0
2022-12-08,51.06,51.56,50.18,50.26,84637315.0
2022-12-09,51.06,51.56,50.18,50.26,84637315.0
2022-12-10,51.06,51.56,50.18,50.26,84637315.0
2022-12-11,51.06,51.56,50.18,50.26,84637315.0
2022-12-12,51.06,51.56,50.18,50.26,84637315.0
2022-12-13,51.06,51.56,50.18,50.26,84637315.0
2022-12-14,51.06,51.56,50.18,50.26,84637315.0
2022-12-15,51.06,51.56,50.18,50.26,84637315.0
2022-12-16,51.06,51.56,50.18,50.26,84637315.0
2022-12-17,51.06,51.56,50.18,50.26,84637315.0
2022-12-18,51.06,51.56,50.18,50.26,84637315.0
2022-12-19,51.06,51.56,50.18,50.26,84637315.0
2022-12-20,51.06,51.56,50.18,50.26,84637315.0
2022-12-21,51.06,51.56,50.18,50.26,84637315.0
2022-12-22,51.06,51.56,50.18,50.26,84637315.0
2022-12-23,51.06,51.56,50.18,50.26,84637315.0
2022-12-24,51.06,51.56,50.18,50.26,84637315.0
2022-12-25,51.06,51.56,50.18,50.26,84637315.0
2022-12-26,51.06,51.56,50.18,50.26,84637315.0
2022-12-27,51.06,51.56,50.18,50.26,84637315.0
2022-12-28,51.06,51.56,50.18,50.26,84637315.0
2022-12-29,51.06,51.56,50.18,50.26,84637315.0
2022-12-30,51.06,51.56,50.18,50.26,84637315.0
2022-12-31,51.06,51.56,50.18,50.26,84637315.0
2023-01-01,51.06,51.56,50.18,50.26,84637315.0
2023-01-02,51.06,51.56,50.18,50.26,84637315.0
2023-01-03,51.06,51.56,50.18,50.26,84637315.0
2023-01-04,51.06,51.56,50.18,50.26,84637315.0
2023-01-05,51.06,51.56,50.18,50.26,84637315.0
2023-01-06,51.06,51.56,50.18,50.26,84637315.0
2023-01-07,51.06,51.56,50.18,50.26,84637315.0
2023-01-08,51.06,51.56,50.18,50.26,84637315.0
2023-01-09,51.06,51.56,50.18,50.26,84637315.0
2023-01-10,51.06,51.56,50.18,50.26,84637315.0
2023-01-11,51.06,51.56,50.18,50.26,84637315.0
2023-01-12,51.06,51.56,50.18,50.26,84637315.0
2023-01-13,51.06,51.56,50.18,50.26,84637315.0
2023-01-14,51.06,51.56,50.18,50.26,84637315.0
2023-01-15,51.06,51.56,50.18,50.26,84637315.0
2023-01-16,51.06,51.56,50.18,50.26,84637315.0
2023-01-17,51.06,51.56,50.18,50.26,84637315.0
2023-01-18,51.06,51.56,50.18,50.26,84637315.0
2023-01-19,51.06,51.56,50.18,50.26,84637315.0
2023-01-20,51.06,51.56,50.18,50.26,84637315.0
2023-01-21,51.06,51.56,50.18,50.26,84637315.0
2023-01-22,51.06,51.56,50.18,50.26,84637315.0
2023-01-23,51.06,51.56,50.18,50.26,84637315.0
2023-01-24,51.06,51.56,50.18,50.26,84637315.0
2023-01-25,51.06,51.56,50.18,50.26,84637315.0
2023-01-26,51.06,51.56,50.18,50.26,84637315.0
2023-01-27,51.06,51.56,50.18,50.26,84637315.0
2023-01-28,51.06,51.56,50.18,50.26,84637315.0
2023-01-29,51.06,51.56,50.18,50.26,84637315.0
2023-01-30,51.06,51.56,50.18,50.26,84637315.0
2023-01-31,51.06,51.56,50.18,50.26,84637315.0
2023-02-01,51.06,51.56,50.18,50.26,84637315.0
2023-02-02,51.06,51.56,50.18,50.26,84637315.0
2023-02-03,51.06,51.56,50.18,50.26,84637315.0
2023-02-04,51.06,51.56,50.18,50.26,84637315.0
2023-02-05,51.06,51.56,50.18,50.26,84637315.0
2023-02-06,51.06,51.56,50.18,50.26,84637315.0
2023-02-07,51.06,51.56,50.18,50.26,84637315.0
2023-02-08,51.06,51.56,50.18,50.26,84637315.0
2023-02-09,51.06,51.56,50.18,50.26,84637315.0
2023-02-10,51.06,51.56,50.18,50.26,84637315.0
2023-02-11,51.06,51.56,50.18,50.26,84637315.0
2023-02-12,51.06,51.56,50.18,50.26,84637315.0
2023-02-13,51.06,51.56,50.18,50.26,84637315.0
2023-02-14,51.06,51.56,50.18,50.26,84637315.0
2023-02-15,51.06,51.56,50.18,50.26,84637315.0
2023-02-16,51.06,51.56,50.18,50.26,84637315.0
2023-02-17,51.06,51.56,50.18,50.26,84637315.0
2023-02-18,51.06,51.56,50.18,50.26,84637315.0
2023-02-19,51.06,51.56,50.18,50.26,84637315.0
2023-02-20,51.06,51.56,50.18,50.26,84637315.0
2023-02-21,51.06,51.56,50.18,50.26,84637315.0
2023-02-22,51.06,51.56,50.18,50.26,84637315.0
2023-02-23,51.06,51.56,50.18,50.26,84637315.0
2023-02-24,51.06,51.56,50.18,50.26,84637315.0
2023-02-25,51.06,51.56,50.18,50.26,84637315.0
2023-02-26,51.06,51.56,50.18,50.26,84637315.0
2023-02-27,51.06,51.56,50.18,50.26,84637315.0
2023-02-28,51.06,51.56,50.18,50.26,84637315.0
2023-03-01,51.06,51.56,50.18,50.26,84637315.0
2023-03-02,51.06,51.56,50.18,50.26,84637315.0
2023-03-03,51.06,51.56,50.18,50.26,84637315.0
2023-03-04,51.06,51.56,50.18,50.26,84637315.0
2023-03-05,51.06,51.56,50.18,50.26,84637315.0
2023-03-06,51.06,51.56,50.18,50.26,84637315.0
2023-03-07,51.06,51.56,50.18,50.26,84637315.0
2023-03-08,51.06,51.56,50.18,50.26,84637315.0
2023-03-09,51.06,51.56,50.18,50.26,84637315.0
2023-03-10,51.06,51.56,50.18,50.26,84637315.0
2023-03-11,51.06,51.56,50.18,50.26,84637315.0
2023-03-12,51.06,51.56,50.18,50.26,84637315.0
2023-03-13,51.06,51.56,50.18,50.26,84637315.0
2023-03-14,51.06,51.56,50.18,50.26,84637315.0
2023-03-15,51.06,51.56,50.18,50.26,84637315.0
2023-03-16,51.06,51.56,50.18,50.26,84637315.0
2023-03-17,51.06,51.56,50.18,50.26,84637315.0
2023-03-18,51.06,51.56,50.18,50.26,84637315.0
2023-03-19,51.06,51.56,50.18,50.26,84637315.0
2023-03-20,51.06,51.56,50.18,50.26,84637315.0
2023-03-21,51.06,51.56,50.18,50.26,84637315.0
2023-03-22,51.06,51.56,50.18,50.26,84637315.0
2023-03-23,51.06,51.56,50.18,50.26,84637315.0
2023-03-24,51.06,51.56,50.18,50.26,84637315.0
2023-03-25,51.06,51.56,50.18,50.26,84637315.0
2023-03-26,51.06,51.56,50.18,50.26,84637315.0
2023-03-27,51.06,51.56,50.18,50.26,84637315.0
2023-03-28,51.06,51.56,50.18,50.26,84637315.0
2023-03-29,51.06,51.56,50.18,50.26,84637315.0
2023-03-30,51.06,51.56,50.18,50.26,84637315.0
2023-03-31,51.06,51.56,50.18,50.26,84637315.0
2023-04-01,51.06,51.56,50.18,50.26,84637315.0
2023-04-02,51.06,51.56,50.18,50.26,84637315.0
2023-04-03,51.06,51.56,50.18,50.26,84637315.0
2023-04-04,51.06,51.56,50.18,50.26,84637315.0
2023-04-05,51.06,51.56,50.18,50.26,84637315.0
2023-04-06,51.06,51.56,50.18,50.26,84637315.0
2023-04-07,51.06,51.56,50.18,50.26,84637315.0
2023-04-08,51.06,51.56,50.18,50.26,84637315.0
2023-04-09,51.06,51.56,50.18,50.26,84637315.0
2023-04-10,51.06,51.56,50.18,50.26,84637315.0
2023-04-11,51.06,51.56,50.18,50.26,84637315.0
2023-04-12,51.06,51.56,50.18,50.26,84637315.0
2023-04-13,51.06,51.56,50.18,50.26,84637315.0
2023-04-14,51.06,51.56,50.18,50.26,84637315.0
2023-04-15,51.06,51.56,50.18,50.26,84637315.0
2023-04-16,51.06,51.56,50.18,50.26,84637315.0
2023-04-17,51.06,51.56,50.18,50.26,84637315.0
2023-04-18,51.06,51.56,50.18,50.26,84637315.0
2023-04-19,51.06,51.56,50.18,50.26,84637315.0
2023-04-20,51.06,51.56,50.18,50.26,84637315.0
2023-04-21,51.06,51.56,50.18,50.26,84637315.0
2023-04-22,51.06,51.56,50.18,50.26,84637315.0
2023-04-23,51.06,51.56,50.18,50.26,84637315.0
2023-04-24,51.06,51.56,50.18,50.26,84637315.0
2023-04-25,51.06,51.56,50.18,50.26,84637315.0
2023-04-26,51.06,51.56,50.18,50.26,84637315.0
2023-04-27,51.06,51.56,50.18,50.26,84637315.0
2023-04-28,51.06,51.56,50.18,50.26,84637315.0
2023-04-29,51.06,51.56,50.18,50.26,84637315.0
2023-04-30,51.06,51.56,50.18,50.26,84637315.0
2023-05-01,51.06,51.56,50.18,50.26,84637315.0
2023-05-02,51.06,51.56,50.18,50.26,84637315.0
2023-05-03,51.06,51.56,50.18,50.26,84637315.0
2023-05-04,51.06,51.56,50.18,50.26,84637315.0
2023-05-05,51.06,51.56,50.18,50.26,84637315.0
2023-05-06,51.06,51.56,50.18,50.26,84637315.0
2023-05-07,51.06,51.56,50.18,50.26,84637315.0
2023-05-08,51.06,51.56,50.18,50.26,84637315.0
2023-05-09,51.06,51.56,50.18,50.26,84637315.0
2023-05-10,51.06,51.56,50.18,50.26,84637315.0
2023-05-11,51.06,51.56,50.18,50.26,84637315.0
2023-05-12,51.06,51.56,50.18,50.26,84637315.0
2023-05-13,51.06,51.56,50.18,50.26,84637315.0
2023-05-14,51.06,51.56,50.18,50.26,84637315.0
2023-05-15,51.06,51.56,50.18,50.26,84637315.0
2023-05-16,51.06,51.56,50.18,50.26,84637315.0
2023-05-17,51.06,51.56,50.18,50.26,84637315.0
2023-05-18,51.06,51.56,50.18,50.26,84637315.0
2023-05-19,51.06,51.56,50.18,50.26,84637315.0
2023-05-20,51.06,51.56,50.18,50.26,84637315.0
2023-05-21,51.06,51.56,50.18,50.26,84637315.0
2023-05-22,51.06,51.56,50.18,50.26,84637315.0
2023-05-23,51.06,51.56,50.18,50.26,84637315.0
2023-05-24,51.06,51.56,50.18,50.26,84637315.0
2023-05-25,51.06,51.56,50.18,50.26,84637315.0
2023-05-26,51.06,51.56,50.18,50.26,84637315.0
2023-05-27,51.06,51.56,50.18,50.26,84637315.0
2023-05-28,51.06,51.56,50.18,50.26,84637315.0
2023-05-29,51.06,51.56,50.18,50.26,84637315.0
2023-05-30,51.06,51.56,50.18,50.26,84637315.0
2023-05-31,51.06,51.56,50.18,50.26,84637315.0
2023-06-01,51.06,51.56,50.18,50.26,84637315.0
2023-06-02,51.06,51.56,50.18,50.26,84637315.0
2023-06-03,51.06,51.56,50.18,50.26,84637315.0
2023-06-04,51.06,51.56,50.18,50.26,84637315.0
2023-06-05,51.06,51.56,50.18,50.26,84637315.0
2023-06-06,51.06,51.56,50.18,50.26,84637315.0
2023-06-07,51.06,51.56,50.18,50.26,84637315.0
2023-06-08,51.06,51.56,50.18,50.26,84637315.0
2023-06-09,51.06,51.56,50.18,50.26,84637315.0
2023-06-10,51.06,51.56,50.18,50.26,84637315.0
2023-06-11,51.06,51.56,50.18,50.26,84637315.0
2023-06-12,51.06,51.56,50.18,50.26,84637315.0
2023-06-13,51.06,51.56,50.18,50.26,84637315.0
2023-06-14,51.06,51.56,50.18,50.26,84637315.0
2023-06-15,51.06,51.56,50.18,50.26,84637315.0
2023-06-16,51.06,51.56,50.18,50.26,84637315.0
2023-06-17,51.06,51.56,50.18,50.26,84637315.0
2023-06-18,51.06,51.56,50.18,50.26,84637315.0
2023-06-19,51.06,51.56,50.18,50.26,84637315.0
2023-06-20,51.06,51.56,50.18,50.26,84637315.0
2023-06-21,51.06,51.56,50.18,50.26,84637315.0
2023-06-22,51.06,51.56,50.18,50.26,84637315.0
2023-06-23,51.06,51.56,50.18,50.26,84637315.0
2023-06-24,51.06,51.56,50.18,50.26,84637315.0
2023-06-25,51.06,51.56,50.18,50.26,84637315.0
2023-06-26,51.06,51.56,50.18,50.26,84637315.0
2023-06-27,51.06,51.56,50.18,50.26,84637315.0
2023-06-28,51.06,51.56,50.18,50.26,84637315.0
2023-06-29,51.06,51.56,50.18,50.26,84637315.0
2023-06-30,51.06,51.56,50.18,50.26,84637315.0
2023-07-01,51.06,51.56,50.18,50.26,84637315.0
2023-07-02,51.06,51.56,50.18,50.26,84637315.0
2023-07-03,51.06,51.56,50.18,50.26,84637315.0
2023-07-04,51.06,51.56,50.18,50.26,84637315.0
2023-07-05,51.06,51.56,50.18,50.26,84637315.0
2023-07-06,51.06,51.56,50.18,50.26,84637315.0
2023-07-07,51.06,51.56,50.18,50.26,84637315.0
2023-07-08,51.06,51.56,50.18,50.26,84637315.0
2023-07-09,51.06,51.56,50.18,50.26,84637315.0
2023-07-10,51.06,51.56,50.18,50.26,84637315.0
2023-07-11,51.06,51.56,50.18,50.26,84637315.0
2023-07-12,51.06,51.56,50.18,50.26,84637315.0
2023-07-13,51.06,51.56,50.18,50.26,84637315.0
2023-07-14,51.06,51.56,50.18,50.26,84637315.0
2023-07-15,51.06,51.56,50.18,50.26,84637315.0
2023-07-16,51.06,51.56,50.18,50.26,84637315.0
2023-07-17,51.06,51.56,50.18,50.26,84637315.0
2023-07-18,51.06,51.56,50.18,50.26,84637315.0
2023-07-19,51.06,51.56,50.18,50.26,84637315.0
2023-07-20,51.06,51.56,50.18,50.26,84637315.0
2023-07-21,51.06,51.56,50.18,50.26,84637315.0
2023-07-22,51.06,51.56,50.18,50.26,84637315.0
2023-07-23,51.06,51.56,50.18,50.26,84637315.0
2023-07-24,51.06,51.56,50.18,50.26,84637315.0
2023-07-25,51.06,51.56,50.18,50.26,84637315.0
2023-07-26,51.06,51.56,50.18,50.26,84637315.0
2023-07-27,51.06,51.56,50.18,50.26,84637315.0
2023-07-28,51.06,51.56,50.18,50.26,84637315.0
2023-07-29,51.06,51.56,50.18,50.26,84637315.0
2023-07-30,51.06,51.56,50.18,50.26,84637315.0
2023-07-31,51.06,51.56,50.18,50.26,84637315.0
2023-08-01,51.06,51.56,50.18,50.26,84637315.0
2023-08-02,51.06,51.56,50.18,50.26,84637315.0
2023-08-03,51.06,51.56,50.18,50.26,84637315.0
2023-08-04,51.06,51.56,50.18,50.26,84637315.0
2023-08-05,51.06,51.56,50.18,50.26,84637315.0
2023-08-06,51.06,51.56,50.18,50.26,84637315.0
2023-08-07,51.06,51.56,50.18,50.26,84637315.0
2023-08-08,51.06,51.56,50.18,50.26,84637315.0
2023-08-09,51.06,51.56,50.18,50.26,84637315.0
2023-08-10,51.06,51.56,50.18,50.26,84637315.0
2023-08-11,51.06,51.56,50.18,50.26,84637315.0
2023-08-12,51.06,51.56,50.18,50.26,84637315.0
2023-08-13,51.06,51.56,50.18,50.26,84637315.0
2023-08-14,51.06,51.56,50.18,50.26,84637315.0
2023-08-15,51.06,51.56,50.18,50.26,84637315.0
2023-08-16,51.06,51.56,50.18,50.26,84637315.0
2023-08-17,51.06,51.56,50.18,50.26,84637315.0
2023-08-18,51.06,51.56,50.18,50.26,84637315.0
2023-08-19,51.06,51.56,50.18,50.26,84637315.0
2023-08-20,51.06,51.56,50.18,50.26,84637315.0
2023-08-21,51.06,51.56,50.18,50.26,84637315.0
2023-08-22,51.06,51.56,50.18,50.26,84637315.0
2023-08-23,51.06,51.56,50.18,50.26,84637315.0
2023-08-24,51.06,51.56,50.18,50.26,84637315.0
2023-08-25,51.06,51.56,50.18,50.26,84637315.0
2023-08-26,51.06,51.56,50.18,50.26,84637315.0
2023-08-27,51.06,51.56,50.18,50.26,84637315.0
2023-08-28,51.06,51.56,50.18,50.26,84637315.0
2023-08-29,51.06,51.56,50.18,50.26,84637315.0
2023-08-30,51.06,51.56,50.18,50.26,84637315.0
2023-08-31,51.06,51.56,50.18,50.26,84637315.0
2023-09-01,51.06,51.56,50.18,50.26,84637315.0
2023-09-02,51.06,51.56,50.18,50.26,84637315.0
2023-09-03,51.06,51.56,50.18,50.26,84637315.0
2023-09-04,51.06,51.56,50.18,50.26,84637315.0
2023-09-05,51.06,51.56,50.18,50.26,84637315.0
2023-09-06,51.06,51.56,50.18,50.26,84637315.0
2023-09-07,51.06,51.56,50.18,50.26,84637315.0
2023-09-08,51.06,51.56,50.18,50.26,84637315.0
2023-09-09,51.06,51.56,50.18,50.26,84637315.0
2023-09-10,51.06,51.56,50.18,50.26,84637315.0
2023-09-11,51.06,51.56,50.18,50.26,84637315.0
2023-09-12,51.06,51.56,50.18,50.26,84637315.0
2023-09-13,51.06,51.56,50.18,50.26,84637315.0
2023-09-14,51.06,51.56,50.18,50.26,84637315.0
2023-09-15,51.06,51.56,50.18,50.26,84637315.0
2023-09-16,51.06,51.56,50.18,50.26,84637315.0
2023-09-17,51.06,51.56,50.18,50.26,84637315.0
2023-09-18,51.06,51.56,50.18,50.26,84637315.0
2023-09-19,51.06,51.56,50.18,50.26,84637315.0
2023-09-20,51.06,51.56,50.18,50.26,84637315.0
2023-09-21,51.06,51.56,50.18,50.26,84637315.0
2023-09-22,51.06,51.56,50.18,50.26,84637315.0
2023-09-23,51.06,51.56,50.18,50.26,84637315.0
2023-09-24,51.06,51.56,50.18,50.26,84637315.0
2023-09-25,51.06,51.56,50.18,50.26,84637315.0
2023-09-26,51.06,51.56,50.18,50.26,84637315.0
2023-09-27,51.06,51.56,50.18,50.26,84637315.0
2023-09-28,51.06,51.56,50.18,50.26,84637315.0
2023-09-29,51.06,51.56,50.18,50.26,84637315.0
2023-09-30,51.06,51.56,50.18,50.26,84637315.0
2023-10-01,51.06,51.56,50.18,50.26,84637315.0
2023-10-02,51.06,51.56,50.18,50.26,84637315.0
2023-10-03,51.06,51.56,50.18,50.26,84637315.0
2023-10-04,51.06,51.56,50.18,50.26,84637315.0
2023-10-05,51.06,51.56,50.18,50.26,84637315.0
2023-10-06,51.06,51.56,50.18,50.26,84637315.0
2023-10-07,51.06,51.56,50.18,50.26,84637315.0
2023-10-08,51.06,51.56,50.18,50.26,84637315.0
2023-10-09,51.06,51.56,50.18,50.26,84637315.0
2023-10-10,51.06,51.56,50.18,50.26,84637315.0
2023-10-11,51.06,51.56,50.18,50.26,84637315.0
2023-10-12,51.06,51.56,50.18,50.26,84637315.0
2023-10-13,51.06,51.56,50.18,50.26,84637315.0
2023-10-14,51.06,51.56,50.18,50.26,84637315.0
2023-10-15,51.06,51.56,50.18,50.26,84637315.0
2023-10-16,51.06,51.56,50.18,50.26,84637315.0
2023-10-17,51.06,51.56,50.18,50.26,84637315.0
2023-10-18,51.06,51.56,50.18,50.26,84637315.0
2023-10-19,51.06,51.56,50.18,50.26,84637315.0
2023-10-20,51.06,51.56,50.18,50.26,84637315.0
2023-10-21,51.06,51.56,50.18,50.26,84637315.0
2023-10-22,51.06,51.56,50.18,50.26,84637315.0
2023-10-23,51.06,51.56,50.18,50.26,84637315.0
2023-10-24,51.06,51.56,50.18,50.26,84637315.0
2023-10-25,51.06,51.56,50.18,50.26,84637315.0
2023-10-26,51.06,51.56,50.18,50.26,84637315.0
2023-10-27,51.06,51.56,50.18,50.26,84637315.0
2023-10-28,51.06,51.56,50.18,50.26,84637315.0
2023-10-29,51.06,51.56,50.18,50.26,84637315.0
2023-10-30,51.06,51.56,50.18,50.26,84637315.0
2023-10-31,51.06,51.56,50.18,50.26,84637315.0
2023-11-01,51.06,51.56,50.18,50.26,84637315.0
2023-11-02,51.06,51.56,50.18,50.26,84637315.0
2023-11-03,51.06,51.56,50.18,50.26,84637315.0
2023-11-04,51.06,51.56,50.18,50.26,84637315.0
2023-11-05,51.06,51.56,50.18,50.26,84637315.0
2023-11-06,51.06,51.56,50.18,50.26,84637315.0
2023-11-07,51.06,51.56,50.18,50.26,84637315.0
2023-11-08,51.06,51.56,50.18,50.26,84637315.0
2023-11-09,51.06,51.56,50.18,50.26,84637315.0
2023-11-10,51.06,51.56,50.18,50.26,84637315.0
2023-11-11,51.06,51.56,50.18,50.26,84637315.0
2023-11-12,51.06,51.56,50.18,50.26,84637315.0
2023-11-13,51.06,51.56,50.18,50.26,84637315.0
2023-11-14,51.06,51.56,50.18,50.26,84637315.0
2023-11-15,51.06,51.56,50.18,50.26,84637315.0
2023-11-16,51.06,51.56,50.18,50.26,84637315.0
2023-11-17,51.06,51.56,50.18,50.26,84637315.0
2023-11-18,51.06,51.56,50.18,50.26,84637315.0
2023-11-19,51.06,51.56,50.18,50.26,84637315.0
2023-11-20,51.06,51.56,50.18,50.26,84637315.0
2023-11-21,51.06,51.56,50.18,50.26,84637315.0
2023-11-22,51.06,51.56,50.18,50.26,84637315.0
2023-11-23,51.06,51.56,50.18,50.26,84637315.0
2023-11-24,51.06,51.56,50.18,50.26,84637315.0
2023-11-25,51.06,51.56,50.18,50.26,84637315.0
2023-11-26,51.06,51.56,50.18,50.26,84637315.0
2023-11-27,51.06,51.56,50.18,50.26,84637315.0
2023-11-28,51.06,51.56,50.18,50.26,84637315.0
2023-11-29,51.06,51.56,50.18,50.26,84637315.0
2023-11-30,51.06,51.56,50.18,50.26,84637315.0
2023-12-01,51.06,51.56,50.18,50.26,84637315.0
2023-12-02,51.06,51.56,50.18,50.26,84637315.0
2023-12-03,51.06,51.56,50.18,50.26,84637315.0
2023-12-04,51.06,51.56,50.18,50.26,84637315.0
2023-12-05,51.06,51.56,50.18,50.26,84637315.0
2023-12-06,51.06,51.56,50.18,50.26,84637315.0
2023-12-07,51.06,51.56,50.18,50.26,84637315.0
2023-12-08,51.06,51.56,50.18,50.26,84637315.0
2023-12-09,51.06,51.56,50.18,50.26,84637315.0
2023-12-10,51.06,51.56,50.18,50.26,84637315.0
2023-12-11,51.06,51.56,50.18,50.26,84637315.0
2023-12-12,51.06,51.56,50.18,50.26,84637315.0
2023-12-13,51.06,51.56,50.18,50.26,84637315.0
2023-12-14,51.06,51.56,50.18,50.26,84637315.0
2023-12-15,51.06,51.56,50.18,50.26,84637315.0
2023-12-16,51.06,51.56,50.18,50.26,84637315.0
2023-12-17,51.06,51.56,50.18,50.26,84637315.0
