,FTV US Equity
2023-04-01,7.8605
2023-04-02,7.8605
2023-04-03,7.8605
2023-04-04,7.8605
2023-04-05,7.8605
2023-04-06,7.8605
2023-04-07,7.8605
2023-04-08,7.8605
2023-04-09,7.8605
2023-04-10,7.8605
2023-04-11,7.8605
2023-04-12,7.8605
2023-04-13,7.8605
2023-04-14,7.8605
2023-04-15,7.8605
2023-04-16,7.8605
2023-04-17,7.8605
2023-04-18,7.8605
2023-04-19,7.8605
2023-04-20,7.8605
2023-04-21,7.8605
2023-04-22,7.8605
2023-04-23,7.8605
2023-04-24,7.8605
2023-04-25,7.8605
2023-04-26,7.8605
2023-04-27,7.8605
2023-04-28,7.8605
2023-04-29,7.8605
2023-04-30,7.8605
2023-05-01,7.8605
2023-05-02,7.8605
2023-05-03,7.8605
2023-05-04,7.8605
2023-05-05,7.8605
2023-05-06,7.8605
2023-05-07,7.8605
2023-05-08,7.8605
2023-05-09,7.8605
2023-05-10,7.8605
2023-05-11,7.8605
2023-05-12,7.8605
2023-05-13,7.8605
2023-05-14,7.8605
2023-05-15,7.8605
2023-05-16,7.8605
2023-05-17,7.8605
2023-05-18,7.8605
2023-05-19,7.8605
2023-05-20,7.8605
2023-05-21,7.8605
2023-05-22,7.8605
2023-05-23,7.8605
2023-05-24,7.8605
2023-05-25,7.8605
2023-05-26,7.8605
2023-05-27,7.8605
2023-05-28,7.8605
2023-05-29,7.8605
2023-05-30,7.8605
2023-05-31,7.8605
2023-06-01,7.8605
2023-06-02,7.8605
2023-06-03,7.8605
2023-06-04,7.8605
2023-06-05,7.8605
2023-06-06,7.8605
2023-06-07,7.8605
2023-06-08,7.8605
2023-06-09,7.8605
2023-06-10,7.8605
2023-06-11,7.8605
2023-06-12,7.8605
2023-06-13,7.8605
2023-06-14,7.8605
2023-06-15,7.8605
2023-06-16,7.8605
2023-06-17,7.8605
2023-06-18,7.8605
2023-06-19,7.8605
2023-06-20,7.8605
2023-06-21,7.8605
2023-06-22,7.8605
2023-06-23,7.8605
2023-06-24,7.8605
2023-06-25,7.8605
2023-06-26,7.8605
2023-06-27,7.8605
2023-06-28,7.8605
2023-06-29,7.8605
2023-06-30,8.24
2023-07-01,8.24
2023-07-02,8.24
2023-07-03,8.24
2023-07-04,8.24
2023-07-05,8.24
2023-07-06,8.24
2023-07-07,8.24
2023-07-08,8.24
2023-07-09,8.24
2023-07-10,8.24
2023-07-11,8.24
2023-07-12,8.24
2023-07-13,8.24
2023-07-14,8.24
2023-07-15,8.24
2023-07-16,8.24
2023-07-17,8.24
2023-07-18,8.24
2023-07-19,8.24
2023-07-20,8.24
2023-07-21,8.24
2023-07-22,8.24
2023-07-23,8.24
2023-07-24,8.24
2023-07-25,8.24
2023-07-26,8.24
2023-07-27,8.24
2023-07-28,8.24
2023-07-29,8.24
2023-07-30,8.24
2023-07-31,8.24
2023-08-01,8.24
2023-08-02,8.24
2023-08-03,8.24
2023-08-04,8.24
2023-08-05,8.24
2023-08-06,8.24
2023-08-07,8.24
2023-08-08,8.24
2023-08-09,8.24
2023-08-10,8.24
2023-08-11,8.24
2023-08-12,8.24
2023-08-13,8.24
2023-08-14,8.24
2023-08-15,8.24
2023-08-16,8.24
2023-08-17,8.24
2023-08-18,8.24
2023-08-19,8.24
2023-08-20,8.24
2023-08-21,8.24
2023-08-22,8.24
2023-08-23,8.24
2023-08-24,8.24
2023-08-25,8.24
2023-08-26,8.24
2023-08-27,8.24
2023-08-28,8.24
2023-08-29,8.24
2023-08-30,8.24
2023-08-31,8.24
2023-09-01,8.24
2023-09-02,8.24
2023-09-03,8.24
2023-09-04,8.24
2023-09-05,8.24
2023-09-06,8.24
2023-09-07,8.24
2023-09-08,8.24
2023-09-09,8.24
2023-09-10,8.24
2023-09-11,8.24
2023-09-12,8.24
2023-09-13,8.24
2023-09-14,8.24
2023-09-15,8.24
2023-09-16,8.24
2023-09-17,8.24
2023-09-18,8.24
2023-09-19,8.24
2023-09-20,8.24
2023-09-21,8.24
2023-09-22,8.24
2023-09-23,8.24
2023-09-24,8.24
2023-09-25,8.24
2023-09-26,8.24
2023-09-27,8.24
2023-09-28,8.24
2023-09-29,8.5039
2023-09-30,8.5039
2023-10-01,8.5039
2023-10-02,8.5039
2023-10-03,8.5039
2023-10-04,8.5039
2023-10-05,8.5039
2023-10-06,8.5039
2023-10-07,8.5039
2023-10-08,8.5039
2023-10-09,8.5039
2023-10-10,8.5039
2023-10-11,8.5039
2023-10-12,8.5039
2023-10-13,8.5039
2023-10-14,8.5039
2023-10-15,8.5039
2023-10-16,8.5039
2023-10-17,8.5039
2023-10-18,8.5039
2023-10-19,8.5039
2023-10-20,8.5039
2023-10-21,8.5039
2023-10-22,8.5039
2023-10-23,8.5039
2023-10-24,8.5039
2023-10-25,8.5039
2023-10-26,8.5039
2023-10-27,8.5039
2023-10-28,8.5039
2023-10-29,8.5039
2023-10-30,8.5039
2023-10-31,8.5039
2023-11-01,8.5039
2023-11-02,8.5039
2023-11-03,8.5039
2023-11-04,8.5039
2023-11-05,8.5039
2023-11-06,8.5039
2023-11-07,8.5039
2023-11-08,8.5039
2023-11-09,8.5039
2023-11-10,8.5039
2023-11-11,8.5039
2023-11-12,8.5039
2023-11-13,8.5039
2023-11-14,8.5039
2023-11-15,8.5039
2023-11-16,8.5039
2023-11-17,8.5039
2023-11-18,8.5039
2023-11-19,8.5039
2023-11-20,8.5039
2023-11-21,8.5039
2023-11-22,8.5039
2023-11-23,8.5039
2023-11-24,8.5039
2023-11-25,8.5039
2023-11-26,8.5039
2023-11-27,8.5039
2023-11-28,8.5039
2023-11-29,8.5039
2023-11-30,8.5039
2023-12-01,8.5039
2023-12-02,8.5039
2023-12-03,8.5039
2023-12-04,8.5039
2023-12-05,8.5039
2023-12-06,8.5039
2023-12-07,8.5039
2023-12-08,8.5039
2023-12-09,8.5039
2023-12-10,8.5039
2023-12-11,8.5039
2023-12-12,8.5039
2023-12-13,8.5039
2023-12-14,8.5039
2023-12-15,8.5039
2023-12-16,8.5039
2023-12-17,8.5039
2023-12-18,8.5039
2023-12-19,8.5039
2023-12-20,8.5039
2023-12-21,8.5039
2023-12-22,8.5039
2023-12-23,8.5039
2023-12-24,8.5039
2023-12-25,8.5039
2023-12-26,8.5039
2023-12-27,8.5039
2023-12-28,8.5039
2023-12-29,8.5039
2023-12-30,8.5039
2023-12-31,8.657
2024-01-01,8.657
2024-01-02,8.657
2024-01-03,8.657
2024-01-04,8.657
2024-01-05,8.657
2024-01-06,8.657
2024-01-07,8.657
2024-01-08,8.657
2024-01-09,8.657
2024-01-10,8.657
2024-01-11,8.657
2024-01-12,8.657
2024-01-13,8.657
2024-01-14,8.657
2024-01-15,8.657
2024-01-16,8.657
2024-01-17,8.657
2024-01-18,8.657
2024-01-19,8.657
2024-01-20,8.657
2024-01-21,8.657
2024-01-22,8.657
2024-01-23,8.657
2024-01-24,8.657
2024-01-25,8.657
2024-01-26,8.657
2024-01-27,8.657
2024-01-28,8.657
2024-01-29,8.657
2024-01-30,8.657
2024-01-31,8.657
2024-02-01,8.657
2024-02-02,8.657
2024-02-03,8.657
2024-02-04,8.657
2024-02-05,8.657
2024-02-06,8.657
2024-02-07,8.657
2024-02-08,8.657
2024-02-09,8.657
2024-02-10,8.657
2024-02-11,8.657
2024-02-12,8.657
2024-02-13,8.657
2024-02-14,8.657
2024-02-15,8.657
2024-02-16,8.657
2024-02-17,8.657
2024-02-18,8.657
2024-02-19,8.657
2024-02-20,8.657
2024-02-21,8.657
2024-02-22,8.657
2024-02-23,8.657
2024-02-24,8.657
2024-02-25,8.657
2024-02-26,8.657
2024-02-27,8.657
2024-02-28,8.657
2024-02-29,8.657
2024-03-01,8.657
2024-03-02,8.657
2024-03-03,8.657
2024-03-04,8.657
2024-03-05,8.657
2024-03-06,8.657
2024-03-07,8.657
2024-03-08,8.657
2024-03-09,8.657
2024-03-10,8.657
2024-03-11,8.657
2024-03-12,8.657
2024-03-13,8.657
2024-03-14,8.657
2024-03-15,8.657
2024-03-16,8.657
2024-03-17,8.657
2024-03-18,8.657
2024-03-19,8.657
2024-03-20,8.657
2024-03-21,8.657
2024-03-22,8.657
2024-03-23,8.657
2024-03-24,8.657
2024-03-25,8.657
2024-03-26,8.657
2024-03-27,8.657
2024-03-28,8.657
2024-03-29,8.657
2024-03-30,8.657
2024-03-31,8.657
2024-04-01,8.657
2024-04-02,8.657
2024-04-03,8.657
2024-04-04,8.657
2024-04-05,8.657
2024-04-06,8.657
2024-04-07,8.657
2024-04-08,8.657
