,VCTR US Equity
2023-04-01,24.9172
2023-04-02,24.9172
2023-04-03,24.9172
2023-04-04,24.9172
2023-04-05,24.9172
2023-04-06,24.9172
2023-04-07,24.9172
2023-04-08,24.9172
2023-04-09,24.9172
2023-04-10,24.9172
2023-04-11,24.9172
2023-04-12,24.9172
2023-04-13,24.9172
2023-04-14,24.9172
2023-04-15,24.9172
2023-04-16,24.9172
2023-04-17,24.9172
2023-04-18,24.9172
2023-04-19,24.9172
2023-04-20,24.9172
2023-04-21,24.9172
2023-04-22,24.9172
2023-04-23,24.9172
2023-04-24,24.9172
2023-04-25,24.9172
2023-04-26,24.9172
2023-04-27,24.9172
2023-04-28,24.9172
2023-04-29,24.9172
2023-04-30,24.9172
2023-05-01,24.9172
2023-05-02,24.9172
2023-05-03,24.9172
2023-05-04,24.9172
2023-05-05,24.9172
2023-05-06,24.9172
2023-05-07,24.9172
2023-05-08,24.9172
2023-05-09,24.9172
2023-05-10,24.9172
2023-05-11,24.9172
2023-05-12,24.9172
2023-05-13,24.9172
2023-05-14,24.9172
2023-05-15,24.9172
2023-05-16,24.9172
2023-05-17,24.9172
2023-05-18,24.9172
2023-05-19,24.9172
2023-05-20,24.9172
2023-05-21,24.9172
2023-05-22,24.9172
2023-05-23,24.9172
2023-05-24,24.9172
2023-05-25,24.9172
2023-05-26,24.9172
2023-05-27,24.9172
2023-05-28,24.9172
2023-05-29,24.9172
2023-05-30,24.9172
2023-05-31,24.9172
2023-06-01,24.9172
2023-06-02,24.9172
2023-06-03,24.9172
2023-06-04,24.9172
2023-06-05,24.9172
2023-06-06,24.9172
2023-06-07,24.9172
2023-06-08,24.9172
2023-06-09,24.9172
2023-06-10,24.9172
2023-06-11,24.9172
2023-06-12,24.9172
2023-06-13,24.9172
2023-06-14,24.9172
2023-06-15,24.9172
2023-06-16,24.9172
2023-06-17,24.9172
2023-06-18,24.9172
2023-06-19,24.9172
2023-06-20,24.9172
2023-06-21,24.9172
2023-06-22,24.9172
2023-06-23,24.9172
2023-06-24,24.9172
2023-06-25,24.9172
2023-06-26,24.9172
2023-06-27,24.9172
2023-06-28,24.9172
2023-06-29,24.9172
2023-06-30,22.1637
2023-07-01,22.1637
2023-07-02,22.1637
2023-07-03,22.1637
2023-07-04,22.1637
2023-07-05,22.1637
2023-07-06,22.1637
2023-07-07,22.1637
2023-07-08,22.1637
2023-07-09,22.1637
2023-07-10,22.1637
2023-07-11,22.1637
2023-07-12,22.1637
2023-07-13,22.1637
2023-07-14,22.1637
2023-07-15,22.1637
2023-07-16,22.1637
2023-07-17,22.1637
2023-07-18,22.1637
2023-07-19,22.1637
2023-07-20,22.1637
2023-07-21,22.1637
2023-07-22,22.1637
2023-07-23,22.1637
2023-07-24,22.1637
2023-07-25,22.1637
2023-07-26,22.1637
2023-07-27,22.1637
2023-07-28,22.1637
2023-07-29,22.1637
2023-07-30,22.1637
2023-07-31,22.1637
2023-08-01,22.1637
2023-08-02,22.1637
2023-08-03,22.1637
2023-08-04,22.1637
2023-08-05,22.1637
2023-08-06,22.1637
2023-08-07,22.1637
2023-08-08,22.1637
2023-08-09,22.1637
2023-08-10,22.1637
2023-08-11,22.1637
2023-08-12,22.1637
2023-08-13,22.1637
2023-08-14,22.1637
2023-08-15,22.1637
2023-08-16,22.1637
2023-08-17,22.1637
2023-08-18,22.1637
2023-08-19,22.1637
2023-08-20,22.1637
2023-08-21,22.1637
2023-08-22,22.1637
2023-08-23,22.1637
2023-08-24,22.1637
2023-08-25,22.1637
2023-08-26,22.1637
2023-08-27,22.1637
2023-08-28,22.1637
2023-08-29,22.1637
2023-08-30,22.1637
2023-08-31,22.1637
2023-09-01,22.1637
2023-09-02,22.1637
2023-09-03,22.1637
2023-09-04,22.1637
2023-09-05,22.1637
2023-09-06,22.1637
2023-09-07,22.1637
2023-09-08,22.1637
2023-09-09,22.1637
2023-09-10,22.1637
2023-09-11,22.1637
2023-09-12,22.1637
2023-09-13,22.1637
2023-09-14,22.1637
2023-09-15,22.1637
2023-09-16,22.1637
2023-09-17,22.1637
2023-09-18,22.1637
2023-09-19,22.1637
2023-09-20,22.1637
2023-09-21,22.1637
2023-09-22,22.1637
2023-09-23,22.1637
2023-09-24,22.1637
2023-09-25,22.1637
2023-09-26,22.1637
2023-09-27,22.1637
2023-09-28,22.1637
2023-09-29,22.1637
2023-09-30,19.6179
2023-10-01,19.6179
2023-10-02,19.6179
2023-10-03,19.6179
2023-10-04,19.6179
2023-10-05,19.6179
2023-10-06,19.6179
2023-10-07,19.6179
2023-10-08,19.6179
2023-10-09,19.6179
2023-10-10,19.6179
2023-10-11,19.6179
2023-10-12,19.6179
2023-10-13,19.6179
2023-10-14,19.6179
2023-10-15,19.6179
2023-10-16,19.6179
2023-10-17,19.6179
2023-10-18,19.6179
2023-10-19,19.6179
2023-10-20,19.6179
2023-10-21,19.6179
2023-10-22,19.6179
2023-10-23,19.6179
2023-10-24,19.6179
2023-10-25,19.6179
2023-10-26,19.6179
2023-10-27,19.6179
2023-10-28,19.6179
2023-10-29,19.6179
2023-10-30,19.6179
2023-10-31,19.6179
2023-11-01,19.6179
2023-11-02,19.6179
2023-11-03,19.6179
2023-11-04,19.6179
2023-11-05,19.6179
2023-11-06,19.6179
2023-11-07,19.6179
2023-11-08,19.6179
2023-11-09,19.6179
2023-11-10,19.6179
2023-11-11,19.6179
2023-11-12,19.6179
2023-11-13,19.6179
2023-11-14,19.6179
2023-11-15,19.6179
2023-11-16,19.6179
2023-11-17,19.6179
2023-11-18,19.6179
2023-11-19,19.6179
2023-11-20,19.6179
2023-11-21,19.6179
2023-11-22,19.6179
2023-11-23,19.6179
2023-11-24,19.6179
2023-11-25,19.6179
2023-11-26,19.6179
2023-11-27,19.6179
2023-11-28,19.6179
2023-11-29,19.6179
2023-11-30,19.6179
2023-12-01,19.6179
2023-12-02,19.6179
2023-12-03,19.6179
2023-12-04,19.6179
2023-12-05,19.6179
2023-12-06,19.6179
2023-12-07,19.6179
2023-12-08,19.6179
2023-12-09,19.6179
2023-12-10,19.6179
2023-12-11,19.6179
2023-12-12,19.6179
2023-12-13,19.6179
2023-12-14,19.6179
2023-12-15,19.6179
2023-12-16,19.6179
2023-12-17,19.6179
2023-12-18,19.6179
2023-12-19,19.6179
2023-12-20,19.6179
2023-12-21,19.6179
2023-12-22,19.6179
2023-12-23,19.6179
2023-12-24,19.6179
2023-12-25,19.6179
2023-12-26,19.6179
2023-12-27,19.6179
2023-12-28,19.6179
2023-12-29,19.6179
2023-12-30,19.6179
2023-12-31,20.1242
2024-01-01,20.1242
2024-01-02,20.1242
2024-01-03,20.1242
2024-01-04,20.1242
2024-01-05,20.1242
2024-01-06,20.1242
2024-01-07,20.1242
2024-01-08,20.1242
2024-01-09,20.1242
2024-01-10,20.1242
2024-01-11,20.1242
2024-01-12,20.1242
2024-01-13,20.1242
2024-01-14,20.1242
2024-01-15,20.1242
2024-01-16,20.1242
2024-01-17,20.1242
2024-01-18,20.1242
2024-01-19,20.1242
2024-01-20,20.1242
2024-01-21,20.1242
2024-01-22,20.1242
2024-01-23,20.1242
2024-01-24,20.1242
2024-01-25,20.1242
2024-01-26,20.1242
2024-01-27,20.1242
2024-01-28,20.1242
2024-01-29,20.1242
2024-01-30,20.1242
2024-01-31,20.1242
2024-02-01,20.1242
2024-02-02,20.1242
2024-02-03,20.1242
2024-02-04,20.1242
2024-02-05,20.1242
2024-02-06,20.1242
2024-02-07,20.1242
2024-02-08,20.1242
2024-02-09,20.1242
2024-02-10,20.1242
2024-02-11,20.1242
2024-02-12,20.1242
2024-02-13,20.1242
2024-02-14,20.1242
2024-02-15,20.1242
2024-02-16,20.1242
2024-02-17,20.1242
2024-02-18,20.1242
2024-02-19,20.1242
2024-02-20,20.1242
2024-02-21,20.1242
2024-02-22,20.1242
2024-02-23,20.1242
2024-02-24,20.1242
2024-02-25,20.1242
2024-02-26,20.1242
2024-02-27,20.1242
2024-02-28,20.1242
2024-02-29,20.1242
2024-03-01,20.1242
2024-03-02,20.1242
2024-03-03,20.1242
2024-03-04,20.1242
2024-03-05,20.1242
2024-03-06,20.1242
2024-03-07,20.1242
2024-03-08,20.1242
2024-03-09,20.1242
2024-03-10,20.1242
2024-03-11,20.1242
2024-03-12,20.1242
2024-03-13,20.1242
2024-03-14,20.1242
2024-03-15,20.1242
2024-03-16,20.1242
2024-03-17,20.1242
2024-03-18,20.1242
2024-03-19,20.1242
2024-03-20,20.1242
2024-03-21,20.1242
2024-03-22,20.1242
2024-03-23,20.1242
2024-03-24,20.1242
2024-03-25,20.1242
2024-03-26,20.1242
2024-03-27,20.1242
2024-03-28,20.1242
2024-03-29,20.1242
2024-03-30,20.1242
2024-03-31,20.1242
2024-04-01,20.1242
2024-04-02,20.1242
2024-04-03,20.1242
2024-04-04,20.1242
2024-04-05,20.1242
2024-04-06,20.1242
2024-04-07,20.1242
2024-04-08,20.1242
