,2301306D US Equity
2023-03-12,60.0499
2023-03-13,60.0499
2023-03-14,60.0499
2023-03-15,60.0499
2023-03-16,60.0499
2023-03-17,60.0499
2023-03-18,60.0499
2023-03-19,60.0499
2023-03-20,60.0499
2023-03-21,60.0499
2023-03-22,60.0499
2023-03-23,60.0499
2023-03-24,60.0499
2023-03-25,60.0499
2023-03-26,60.0499
2023-03-27,60.0499
2023-03-28,60.0499
2023-03-29,60.0499
2023-03-30,60.0499
2023-03-31,60.0499
2023-04-01,60.0499
2023-04-02,60.0499
2023-04-03,60.0499
2023-04-04,60.0499
2023-04-05,60.0499
2023-04-06,60.0499
2023-04-07,60.0499
2023-04-08,60.0499
2023-04-09,60.0499
2023-04-10,60.0499
2023-04-11,60.0499
2023-04-12,60.0499
2023-04-13,60.0499
2023-04-14,60.0499
2023-04-15,60.0499
2023-04-16,60.0499
2023-04-17,60.0499
2023-04-18,60.0499
2023-04-19,60.0499
2023-04-20,60.0499
2023-04-21,60.0499
2023-04-22,60.0499
2023-04-23,60.0499
2023-04-24,60.0499
2023-04-25,60.0499
2023-04-26,60.0499
2023-04-27,60.0499
2023-04-28,60.0499
2023-04-29,60.0499
2023-04-30,60.0499
2023-05-01,60.0499
2023-05-02,60.0499
2023-05-03,60.0499
2023-05-04,60.0499
2023-05-05,60.0499
2023-05-06,60.0499
2023-05-07,60.0499
2023-05-08,60.0499
2023-05-09,60.0499
2023-05-10,60.0499
2023-05-11,60.0499
2023-05-12,60.0499
2023-05-13,60.0499
2023-05-14,60.0499
2023-05-15,60.0499
2023-05-16,60.0499
2023-05-17,60.0499
2023-05-18,60.0499
2023-05-19,60.0499
2023-05-20,60.0499
2023-05-21,60.0499
2023-05-22,60.0499
2023-05-23,60.0499
2023-05-24,60.0499
2023-05-25,60.0499
2023-05-26,60.0499
2023-05-27,60.0499
2023-05-28,60.0499
2023-05-29,60.0499
2023-05-30,60.0499
2023-05-31,60.0499
2023-06-01,60.0499
2023-06-02,60.0499
2023-06-03,60.0499
2023-06-04,60.0499
2023-06-05,60.0499
2023-06-06,60.0499
2023-06-07,60.0499
2023-06-08,60.0499
2023-06-09,60.0499
2023-06-10,60.0499
2023-06-11,60.0499
2023-06-12,60.0499
2023-06-13,60.0499
2023-06-14,60.0499
2023-06-15,60.0499
2023-06-16,60.0499
2023-06-17,60.0499
2023-06-18,60.0499
2023-06-19,60.0499
2023-06-20,60.0499
2023-06-21,60.0499
2023-06-22,60.0499
2023-06-23,60.0499
2023-06-24,60.0499
2023-06-25,60.0499
2023-06-26,60.0499
2023-06-27,60.0499
2023-06-28,60.0499
2023-06-29,60.0499
2023-06-30,60.0499
2023-07-01,60.0499
2023-07-02,60.0499
2023-07-03,60.0499
2023-07-04,60.0499
2023-07-05,60.0499
2023-07-06,60.0499
2023-07-07,60.0499
2023-07-08,60.0499
2023-07-09,60.0499
2023-07-10,60.0499
2023-07-11,60.0499
2023-07-12,60.0499
2023-07-13,60.0499
2023-07-14,60.0499
2023-07-15,60.0499
2023-07-16,60.0499
2023-07-17,60.0499
2023-07-18,60.0499
2023-07-19,60.0499
2023-07-20,60.0499
2023-07-21,60.0499
2023-07-22,60.0499
2023-07-23,60.0499
2023-07-24,60.0499
2023-07-25,60.0499
2023-07-26,60.0499
2023-07-27,60.0499
2023-07-28,60.0499
2023-07-29,60.0499
2023-07-30,60.0499
2023-07-31,60.0499
2023-08-01,60.0499
2023-08-02,60.0499
2023-08-03,60.0499
2023-08-04,60.0499
2023-08-05,60.0499
2023-08-06,60.0499
2023-08-07,60.0499
2023-08-08,60.0499
2023-08-09,60.0499
2023-08-10,60.0499
2023-08-11,60.0499
2023-08-12,60.0499
2023-08-13,60.0499
2023-08-14,60.0499
2023-08-15,60.0499
2023-08-16,60.0499
2023-08-17,60.0499
2023-08-18,60.0499
2023-08-19,60.0499
2023-08-20,60.0499
2023-08-21,60.0499
2023-08-22,60.0499
2023-08-23,60.0499
2023-08-24,60.0499
2023-08-25,60.0499
2023-08-26,60.0499
2023-08-27,60.0499
2023-08-28,60.0499
2023-08-29,60.0499
2023-08-30,60.0499
2023-08-31,60.0499
2023-09-01,60.0499
2023-09-02,60.0499
2023-09-03,60.0499
2023-09-04,60.0499
2023-09-05,60.0499
2023-09-06,60.0499
2023-09-07,60.0499
2023-09-08,60.0499
2023-09-09,60.0499
2023-09-10,60.0499
2023-09-11,60.0499
2023-09-12,60.0499
2023-09-13,60.0499
2023-09-14,60.0499
2023-09-15,60.0499
2023-09-16,60.0499
2023-09-17,60.0499
2023-09-18,60.0499
2023-09-19,60.0499
2023-09-20,60.0499
2023-09-21,60.0499
2023-09-22,60.0499
2023-09-23,60.0499
2023-09-24,60.0499
2023-09-25,60.0499
2023-09-26,60.0499
2023-09-27,60.0499
2023-09-28,60.0499
2023-09-29,60.0499
2023-09-30,60.0499
2023-10-01,60.0499
2023-10-02,60.0499
2023-10-03,60.0499
2023-10-04,60.0499
2023-10-05,60.0499
2023-10-06,60.0499
2023-10-07,60.0499
2023-10-08,60.0499
2023-10-09,60.0499
2023-10-10,60.0499
2023-10-11,60.0499
2023-10-12,60.0499
2023-10-13,60.0499
2023-10-14,60.0499
2023-10-15,60.0499
2023-10-16,60.0499
2023-10-17,60.0499
2023-10-18,60.0499
2023-10-19,60.0499
2023-10-20,60.0499
2023-10-21,60.0499
2023-10-22,60.0499
2023-10-23,60.0499
2023-10-24,60.0499
2023-10-25,60.0499
2023-10-26,60.0499
2023-10-27,60.0499
2023-10-28,60.0499
2023-10-29,60.0499
2023-10-30,60.0499
2023-10-31,60.0499
2023-11-01,60.0499
2023-11-02,60.0499
2023-11-03,60.0499
2023-11-04,60.0499
2023-11-05,60.0499
2023-11-06,60.0499
2023-11-07,60.0499
2023-11-08,60.0499
2023-11-09,60.0499
2023-11-10,60.0499
2023-11-11,60.0499
2023-11-12,60.0499
2023-11-13,60.0499
2023-11-14,60.0499
2023-11-15,60.0499
2023-11-16,60.0499
2023-11-17,60.0499
2023-11-18,60.0499
2023-11-19,60.0499
2023-11-20,60.0499
2023-11-21,60.0499
2023-11-22,60.0499
2023-11-23,60.0499
2023-11-24,60.0499
2023-11-25,60.0499
2023-11-26,60.0499
2023-11-27,60.0499
2023-11-28,60.0499
2023-11-29,60.0499
2023-11-30,60.0499
2023-12-01,60.0499
2023-12-02,60.0499
2023-12-03,60.0499
2023-12-04,60.0499
2023-12-05,60.0499
2023-12-06,60.0499
2023-12-07,60.0499
2023-12-08,60.0499
2023-12-09,60.0499
2023-12-10,60.0499
2023-12-11,60.0499
2023-12-12,60.0499
2023-12-13,60.0499
2023-12-14,60.0499
2023-12-15,60.0499
2023-12-16,60.0499
2023-12-17,60.0499
2023-12-18,60.0499
2023-12-19,60.0499
2023-12-20,60.0499
2023-12-21,60.0499
2023-12-22,60.0499
2023-12-23,60.0499
2023-12-24,60.0499
2023-12-25,60.0499
2023-12-26,60.0499
2023-12-27,60.0499
2023-12-28,60.0499
2023-12-29,60.0499
2023-12-30,60.0499
2023-12-31,60.0499
2024-01-01,60.0499
2024-01-02,60.0499
2024-01-03,60.0499
2024-01-04,60.0499
2024-01-05,60.0499
2024-01-06,60.0499
2024-01-07,60.0499
2024-01-08,60.0499
2024-01-09,60.0499
2024-01-10,60.0499
2024-01-11,60.0499
2024-01-12,60.0499
2024-01-13,60.0499
2024-01-14,60.0499
2024-01-15,60.0499
2024-01-16,60.0499
2024-01-17,60.0499
2024-01-18,60.0499
2024-01-19,60.0499
2024-01-20,60.0499
2024-01-21,60.0499
2024-01-22,60.0499
2024-01-23,60.0499
2024-01-24,60.0499
2024-01-25,60.0499
2024-01-26,60.0499
2024-01-27,60.0499
2024-01-28,60.0499
2024-01-29,60.0499
2024-01-30,60.0499
2024-01-31,60.0499
2024-02-01,60.0499
2024-02-02,60.0499
2024-02-03,60.0499
2024-02-04,60.0499
2024-02-05,60.0499
2024-02-06,60.0499
2024-02-07,60.0499
2024-02-08,60.0499
2024-02-09,60.0499
2024-02-10,60.0499
2024-02-11,60.0499
2024-02-12,60.0499
2024-02-13,60.0499
2024-02-14,60.0499
2024-02-15,60.0499
2024-02-16,60.0499
2024-02-17,60.0499
2024-02-18,60.0499
2024-02-19,60.0499
2024-02-20,60.0499
2024-02-21,60.0499
2024-02-22,60.0499
2024-02-23,60.0499
2024-02-24,60.0499
2024-02-25,60.0499
2024-02-26,60.0499
2024-02-27,60.0499
2024-02-28,60.0499
2024-02-29,60.0499
2024-03-01,60.0499
2024-03-02,60.0499
2024-03-03,60.0499
2024-03-04,60.0499
2024-03-05,60.0499
2024-03-06,60.0499
2024-03-07,60.0499
2024-03-08,60.0499
2024-03-09,60.0499
2024-03-10,60.0499
2024-03-11,60.0499
2024-03-12,60.0499
2024-03-13,60.0499
2024-03-14,60.0499
2024-03-15,60.0499
2024-03-16,60.0499
2024-03-17,60.0499
2024-03-18,60.0499
2024-03-19,60.0499
2024-03-20,60.0499
2024-03-21,60.0499
2024-03-22,60.0499
2024-03-23,60.0499
2024-03-24,60.0499
2024-03-25,60.0499
2024-03-26,60.0499
2024-03-27,60.0499
2024-03-28,60.0499
2024-03-29,60.0499
2024-03-30,60.0499
2024-03-31,60.0499
2024-04-01,60.0499
2024-04-02,60.0499
2024-04-03,60.0499
2024-04-04,60.0499
2024-04-05,60.0499
2024-04-06,60.0499
2024-04-07,60.0499
2024-04-08,60.0499
